Program,Heap_Used_Bytes,Available_Memory_Bytes,Total_Memory_Bytes,Memory_Utilization_Percent,Timestamp_Cycles
malloc-large.ke,55107584,481411072,536928256,10.26,35400448304
malloc-large.ke,54804480,481714176,536928256,10.21,35400450002
malloc-large.ke,55263232,481255424,536928256,10.29,35400460823
malloc-large.ke,55042048,481476608,536928256,10.25,35400462454
malloc-large.ke,55238656,481280000,536928256,10.29,35400466970
malloc-large.ke,54902784,481615872,536928256,10.23,35400469042
malloc-large.ke,55373824,481144832,536928256,10.31,35400479726
malloc-large.ke,55152640,481366016,536928256,10.27,35400481246
malloc-large.ke,55480320,481038336,536928256,10.33,35411365635
malloc-large.ke,55050240,481468416,536928256,10.25,35411370753
malloc-large.ke,55255040,481263616,536928256,10.29,35411375964
malloc-large.ke,55095296,481423360,536928256,10.26,35411379052
malloc-large.ke,55390208,481128448,536928256,10.32,35411386678
malloc-large.ke,6295552,530223104,536928256,1.17,35411492550
malloc-large.ke,6516736,530001920,536928256,1.21,35411499114
malloc-large.ke,6356992,530161664,536928256,1.18,35411500785
malloc-large.ke,6561792,529956864,536928256,1.22,35411508324
malloc-large.ke,6234112,530284544,536928256,1.16,35411510260
malloc-large.ke,6455296,530063360,536928256,1.20,35411516574
malloc-large.ke,5996544,530522112,536928256,1.12,35411520407
malloc-large.ke,6164480,530354176,536928256,1.15,35411525667
malloc-large.ke,5943296,530575360,536928256,1.11,35411527373
malloc-large.ke,6090752,530427904,536928256,1.13,35411532069
malloc-large.ke,5648384,530870272,536928256,0.00,35411534011
malloc-large.ke,5816320,530702336,536928256,1.08,35421939429
malloc-large.ke,5574656,530944000,536928256,1.04,35421942309
malloc-large.ke,5808128,530710528,536928256,1.08,35421948615
malloc-large.ke,5513216,531005440,536928256,1.03,35421951148
malloc-large.ke,5681152,530837504,536928256,1.06,35421958884
malloc-large.ke,5447680,531070976,536928256,1.01,35421961501
malloc-large.ke,5926912,530591744,536928256,1.10,35421975252
malloc-large.ke,5595136,530923520,536928256,1.04,35421978295
malloc-large.ke,5808128,530710528,536928256,1.08,35421984874
malloc-large.ke,5451776,531066880,536928256,1.02,35421987511
malloc-large.ke,5881856,530636800,536928256,1.10,35422002141
malloc-large.ke,5701632,530817024,536928256,1.06,35422004626
malloc-large.ke,5984256,530534400,536928256,1.11,35422013644
malloc-large.ke,5513216,531005440,536928256,1.03,35422017201
malloc-large.ke,5869568,530649088,536928256,1.09,35422042616
malloc-large.ke,5439488,531079168,536928256,0.00,35422046549
malloc-large.ke,5853184,530665472,536928256,1.09,35431796305
malloc-large.ke,5509120,531009536,536928256,1.03,35431798633
malloc-large.ke,5685248,530833408,536928256,1.06,35431803583
malloc-large.ke,5173248,531345408,536928256,0.96,35431806085
malloc-large.ke,5517312,531001344,536928256,1.03,35431813144
malloc-large.ke,5312512,531206144,536928256,0.99,35431815642
malloc-large.ke,5771264,530747392,536928256,1.07,35431827049
malloc-large.ke,5550080,530968576,536928256,1.03,35431828784
malloc-large.ke,5713920,530804736,536928256,1.06,35431833187
malloc-large.ke,5300224,531218432,536928256,0.99,35431834961
malloc-large.ke,5763072,530755584,536928256,1.07,35431847085
malloc-large.ke,5283840,531234816,536928256,0.98,35431849187
malloc-large.ke,5795840,530722816,536928256,1.08,35431859605
malloc-large.ke,5464064,531054592,536928256,1.02,35431861607
malloc-large.ke,5636096,530882560,536928256,1.05,35431866754
malloc-large.ke,5468160,531050496,536928256,0.00,35431868352
malloc-large.ke,5885952,530632704,536928256,1.10,35441918279
malloc-large.ke,5713920,530804736,536928256,1.06,35441920391
malloc-large.ke,6029312,530489344,536928256,1.12,35441928611
malloc-large.ke,5816320,530702336,536928256,1.08,35441930199
malloc-large.ke,6049792,530468864,536928256,1.13,35441936148
malloc-large.ke,5599232,530919424,536928256,1.04,35441938577
malloc-large.ke,5771264,530747392,536928256,1.07,35441942731
malloc-large.ke,5455872,531062784,536928256,1.02,35441944522
malloc-large.ke,5926912,530591744,536928256,1.10,35441955086
malloc-large.ke,5455872,531062784,536928256,1.02,35441957031
malloc-large.ke,5693440,530825216,536928256,1.06,35441964418
malloc-large.ke,5525504,530993152,536928256,1.03,35441966529
malloc-large.ke,5910528,530608128,536928256,1.10,35441981137
malloc-large.ke,5742592,530776064,536928256,1.07,35441984476
malloc-large.ke,5902336,530616320,536928256,1.10,35441992307
malloc-large.ke,5443584,531075072,536928256,0.00,35441994745
malloc-large.ke,5648384,530870272,536928256,1.05,35452602687
malloc-large.ke,5292032,531226624,536928256,0.99,35452604926
malloc-large.ke,5779456,530739200,536928256,1.08,35452615565
malloc-large.ke,5316608,531202048,536928256,0.99,35452617989
malloc-large.ke,5464064,531054592,536928256,1.02,35452625026
malloc-large.ke,5287936,531230720,536928256,0.98,35452626481
malloc-large.ke,5500928,531017728,536928256,1.02,35452633897
malloc-large.ke,5328896,531189760,536928256,0.99,35452635314
malloc-large.ke,5726208,530792448,536928256,1.07,35452645191
malloc-large.ke,5529600,530989056,536928256,1.03,35452646659
malloc-large.ke,5881856,530636800,536928256,1.10,35452656056
malloc-large.ke,5668864,530849792,536928256,1.06,35452657546
malloc-large.ke,5955584,530563072,536928256,1.11,35452662928
malloc-large.ke,5771264,530747392,536928256,1.07,35452664374
malloc-large.ke,6012928,530505728,536928256,1.12,35452672255
malloc-large.ke,5582848,530935808,536928256,0.00,35452674080
malloc-large.ke,5890048,530628608,536928256,1.10,35462471420
malloc-large.ke,5652480,530866176,536928256,1.05,35462473381
malloc-large.ke,5988352,530530304,536928256,1.12,35462490002
malloc-large.ke,5746688,530771968,536928256,1.07,35462493543
malloc-large.ke,6041600,530477056,536928256,1.13,35462503562
malloc-large.ke,5881856,530636800,536928256,1.10,35462505036
malloc-large.ke,6344704,530173952,536928256,1.18,35462516177
malloc-large.ke,6197248,530321408,536928256,1.15,35462517568
malloc-large.ke,6565888,529952768,536928256,1.22,35462524656
malloc-large.ke,6418432,530100224,536928256,1.20,35462526123
malloc-large.ke,6582272,529936384,536928256,1.23,35462529420
malloc-large.ke,6348800,530169856,536928256,1.18,35462530886
malloc-large.ke,6815744,529702912,536928256,1.27,35462542547
malloc-large.ke,6397952,530120704,536928256,1.19,35462544671
malloc-large.ke,6610944,529907712,536928256,1.23,35462548926
malloc-large.ke,6148096,530370560,536928256,0.00,35462550906
malloc-large.ke,6369280,530149376,536928256,1.19,35472382167
malloc-large.ke,6205440,530313216,536928256,1.16,35472384018
malloc-large.ke,6713344,529805312,536928256,1.25,35472395307
malloc-large.ke,6508544,530010112,536928256,1.21,35472397015
malloc-large.ke,6762496,529756160,536928256,1.26,35472402755
malloc-large.ke,6410240,530108416,536928256,1.19,35472404615
malloc-large.ke,6856704,529661952,536928256,1.28,35472422462
malloc-large.ke,6569984,529948672,536928256,1.22,35472425393
malloc-large.ke,6844416,529674240,536928256,1.27,35472433604
malloc-large.ke,6606848,529911808,536928256,1.23,35472438681
malloc-large.ke,7098368,529420288,536928256,1.32,35472451339
malloc-large.ke,6791168,529727488,536928256,1.26,35472454071
malloc-large.ke,7176192,529342464,536928256,1.34,35472463811
malloc-large.ke,6832128,529686528,536928256,1.27,35472465895
malloc-large.ke,7266304,529252352,536928256,1.35,35472474267
malloc-large.ke,6991872,529526784,536928256,0.00,35472475959
malloc-large.ke,7426048,529092608,536928256,1.38,35482477435
malloc-large.ke,6914048,529604608,536928256,1.29,35482480062
malloc-large.ke,7409664,529108992,536928256,1.38,35482491582
malloc-large.ke,7196672,529321984,536928256,1.34,35482493223
malloc-large.ke,7471104,529047552,536928256,1.39,35482499102
malloc-large.ke,7176192,529342464,536928256,1.34,35482500731
malloc-large.ke,7471104,529047552,536928256,1.39,35482509044
malloc-large.ke,7024640,529494016,536928256,1.31,35482510956
malloc-large.ke,7499776,529018880,536928256,1.40,35482521796
malloc-large.ke,6991872,529526784,536928256,1.30,35482523742
malloc-large.ke,7303168,529215488,536928256,1.36,35482530903
malloc-large.ke,6807552,529711104,536928256,1.27,35482532836
malloc-large.ke,7208960,529309696,536928256,1.34,35482542763
malloc-large.ke,6926336,529592320,536928256,1.29,35482544652
malloc-large.ke,7168000,529350656,536928256,1.34,35482549390
malloc-large.ke,6766592,529752064,536928256,0.00,35482551234
malloc-large.ke,7147520,529371136,536928256,1.33,35492657313
malloc-large.ke,6766592,529752064,536928256,1.26,35492660549
malloc-large.ke,7028736,529489920,536928256,1.31,35492667573
malloc-large.ke,6594560,529924096,536928256,1.23,35492670218
malloc-large.ke,6946816,529571840,536928256,1.29,35492680743
malloc-large.ke,6610944,529907712,536928256,1.23,35492683251
malloc-large.ke,6959104,529559552,536928256,1.30,35492695865
malloc-large.ke,6705152,529813504,536928256,1.25,35492698758
malloc-large.ke,7180288,529338368,536928256,1.34,35492714462
malloc-large.ke,6828032,529690624,536928256,1.27,35492716890
malloc-large.ke,7143424,529375232,536928256,1.33,35492726804
malloc-large.ke,6795264,529723392,536928256,1.27,35492729291
malloc-large.ke,7155712,529362944,536928256,1.33,35492743189
malloc-large.ke,6770688,529747968,536928256,1.26,35492745543
malloc-large.ke,6983680,529534976,536928256,1.30,35492751699
malloc-large.ke,6623232,529895424,536928256,0.00,35492754343
malloc-large.ke,7090176,529428480,536928256,1.32,35504047957
malloc-large.ke,6615040,529903616,536928256,1.23,35504050438
malloc-large.ke,6754304,529764352,536928256,1.26,35504054092
malloc-large.ke,6459392,530059264,536928256,1.20,35504055683
malloc-large.ke,6971392,529547264,536928256,1.30,35504068274
malloc-large.ke,6586368,529932288,536928256,1.23,35504072369
malloc-large.ke,7077888,529440768,536928256,1.32,35504083902
malloc-large.ke,6873088,529645568,536928256,1.28,35504085843
malloc-large.ke,7364608,529154048,536928256,1.37,35504098491
malloc-large.ke,7200768,529317888,536928256,1.34,35504100066
malloc-large.ke,7663616,528855040,536928256,1.43,35504112696
malloc-large.ke,7151616,529367040,536928256,1.33,35504114702
malloc-large.ke,7639040,528879616,536928256,1.42,35504125802
malloc-large.ke,7204864,529313792,536928256,1.34,35504127748
malloc-large.ke,7675904,528842752,536928256,1.43,35504141448
malloc-large.ke,7413760,529104896,536928256,0.00,35504143384
malloc-large.ke,7634944,528883712,536928256,1.42,35513909419
malloc-large.ke,7143424,529375232,536928256,1.33,35513911694
malloc-large.ke,7372800,529145856,536928256,1.37,35513916931
malloc-large.ke,7159808,529358848,536928256,1.33,35513919274
malloc-large.ke,7606272,528912384,536928256,1.42,35513931931
malloc-large.ke,7294976,529223680,536928256,1.36,35513933783
malloc-large.ke,7532544,528986112,536928256,1.40,35513938451
malloc-large.ke,7069696,529448960,536928256,1.32,35513940506
malloc-large.ke,7426048,529092608,536928256,1.38,35513948717
malloc-large.ke,6950912,529567744,536928256,1.29,35513950750
malloc-large.ke,7245824,529272832,536928256,1.35,35513957837
malloc-large.ke,6758400,529760256,536928256,1.26,35513959910
malloc-large.ke,7106560,529412096,536928256,1.32,35513970618
malloc-large.ke,6864896,529653760,536928256,1.28,35513974141
malloc-large.ke,7122944,529395712,536928256,1.33,35513982834
malloc-large.ke,6774784,529743872,536928256,0.00,35513992079
malloc-large.ke,7163904,529354752,536928256,1.33,35523621129
malloc-large.ke,6717440,529801216,536928256,1.25,35523623251
malloc-large.ke,7028736,529489920,536928256,1.31,35523632293
malloc-large.ke,6537216,529981440,536928256,1.22,35523634318
malloc-large.ke,6717440,529801216,536928256,1.25,35523638437
malloc-large.ke,6361088,530157568,536928256,1.18,35523640203
malloc-large.ke,6516736,530001920,536928256,1.21,35523644188
malloc-large.ke,6221824,530296832,536928256,1.16,35523645722
malloc-large.ke,6643712,529874944,536928256,1.24,35523655262
malloc-large.ke,6152192,530366464,536928256,1.15,35523658450
malloc-large.ke,6447104,530071552,536928256,1.20,35523670158
malloc-large.ke,5976064,530542592,536928256,1.11,35523674128
malloc-large.ke,6422528,530096128,536928256,1.20,35523683821
malloc-large.ke,6033408,530485248,536928256,1.12,35523685643
malloc-large.ke,6221824,530296832,536928256,1.16,35523690693
malloc-large.ke,6000640,530518016,536928256,0.00,35523692209
malloc-large.ke,6209536,530309120,536928256,1.16,35533798233
malloc-large.ke,5971968,530546688,536928256,1.11,35533800163
malloc-large.ke,6139904,530378752,536928256,1.14,35533804138
malloc-large.ke,5828608,530690048,536928256,1.09,35533805848
malloc-large.ke,6115328,530403328,536928256,1.14,35533814236
malloc-large.ke,5648384,530870272,536928256,1.05,35533816318
malloc-large.ke,5976064,530542592,536928256,1.11,35533826280
malloc-large.ke,5746688,530771968,536928256,1.07,35533827895
malloc-large.ke,6033408,530485248,536928256,1.12,35533837406
malloc-large.ke,5758976,530759680,536928256,1.07,35533839826
malloc-large.ke,5959680,530558976,536928256,1.11,35533845208
malloc-large.ke,5791744,530726912,536928256,1.08,35533847130
malloc-large.ke,6135808,530382848,536928256,1.14,35533857186
malloc-large.ke,5820416,530698240,536928256,1.08,35533859464
malloc-large.ke,6307840,530210816,536928256,1.17,35533871038
malloc-large.ke,6127616,530391040,536928256,1.14,35544443827
malloc-large.ke,6565888,529952768,536928256,1.22,35544456543
malloc-large.ke,6279168,530239488,536928256,1.17,35544459882
malloc-large.ke,6488064,530030592,536928256,1.21,35544465000
malloc-large.ke,6279168,530239488,536928256,1.17,35544466568
malloc-large.ke,6426624,530092032,536928256,1.20,35544470162
malloc-large.ke,6139904,530378752,536928256,1.14,35544471873
malloc-large.ke,19279872,517238784,536928256,3.59,35544667086
malloc-large.ke,18792448,517726208,536928256,3.50,35544670100
malloc-large.ke,19234816,517283840,536928256,3.58,35544680406
malloc-large.ke,18747392,517771264,536928256,3.49,35544682527
malloc-large.ke,18903040,517615616,536928256,3.52,35544686002
malloc-large.ke,18681856,517836800,536928256,3.48,35544687498
malloc-large.ke,18972672,517545984,536928256,3.53,35544694125
malloc-large.ke,18763776,517754880,536928256,3.49,35544695868
malloc-large.ke,18935808,517582848,536928256,0.00,35544700868
malloc-large.ke,18796544,517722112,536928256,3.50,35554615204
malloc-large.ke,19087360,517431296,536928256,3.55,35554621688
malloc-large.ke,18640896,517877760,536928256,3.47,35554623573
malloc-large.ke,18829312,517689344,536928256,3.51,35554628415
malloc-large.ke,18460672,518057984,536928256,3.44,35554630130
malloc-large.ke,18817024,517701632,536928256,3.50,35554636461
malloc-large.ke,18526208,517992448,536928256,3.45,35554637956
malloc-large.ke,18980864,517537792,536928256,3.54,35554648790
malloc-large.ke,18792448,517726208,536928256,3.50,35554650343
malloc-large.ke,19050496,517468160,536928256,3.55,35554656045
malloc-large.ke,18722816,517795840,536928256,3.49,35554658065
malloc-large.ke,18894848,517623808,536928256,3.52,35554662891
malloc-large.ke,18722816,517795840,536928256,3.49,35554664370
malloc-large.ke,19050496,517468160,536928256,3.55,35554671968
malloc-large.ke,18706432,517812224,536928256,3.48,35554674013
malloc-large.ke,18927616,517591040,536928256,0.00,35554681185
malloc-large.ke,18489344,518029312,536928256,3.44,35564576831
malloc-large.ke,18898944,517619712,536928256,3.52,35564588167
malloc-large.ke,18751488,517767168,536928256,3.49,35564589716
malloc-large.ke,18931712,517586944,536928256,3.53,35564596905
malloc-large.ke,18759680,517758976,536928256,3.49,35564600110
malloc-large.ke,19079168,517439488,536928256,3.55,35564615547
malloc-large.ke,18821120,517697536,536928256,3.51,35564619159
malloc-large.ke,18984960,517533696,536928256,3.54,35564623387
malloc-large.ke,18587648,517931008,536928256,3.46,35564625417
malloc-large.ke,19038208,517480448,536928256,3.55,35564637379
malloc-large.ke,18595840,517922816,536928256,3.46,35564639543
malloc-large.ke,18755584,517763072,536928256,3.49,35564643446
malloc-large.ke,18300928,518217728,536928256,3.41,35564645529
malloc-large.ke,18604032,517914624,536928256,3.46,35564653609
malloc-large.ke,18415616,518103040,536928256,3.43,35564655196
malloc-large.ke,18608128,517910528,536928256,0.00,35564659961
malloc-large.ke,18350080,518168576,536928256,3.42,35575771690
malloc-large.ke,18792448,517726208,536928256,3.50,35575781816
malloc-large.ke,18599936,517918720,536928256,3.46,35575783758
malloc-large.ke,18857984,517660672,536928256,3.51,35575790931
malloc-large.ke,18530304,517988352,536928256,3.45,35575792863
malloc-large.ke,18743296,517775360,536928256,3.49,35575801798
malloc-large.ke,18542592,517976064,536928256,3.45,35575804993
malloc-large.ke,19005440,517513216,536928256,3.54,35575818243
malloc-large.ke,18825216,517693440,536928256,3.51,35575820272
malloc-large.ke,19144704,517373952,536928256,3.57,35575835339
malloc-large.ke,18849792,517668864,536928256,3.51,35575841958
malloc-large.ke,19038208,517480448,536928256,3.55,35575851203
malloc-large.ke,18874368,517644288,536928256,3.52,35575855594
malloc-large.ke,19296256,517222400,536928256,3.59,35575880846
malloc-large.ke,18886656,517632000,536928256,3.52,35575885931
malloc-large.ke,19267584,517251072,536928256,3.59,35589014214
malloc-large.ke,18976768,517541888,536928256,3.53,35589018709
malloc-large.ke,19120128,517398528,536928256,3.56,35589024640
malloc-large.ke,18698240,517820416,536928256,3.48,35589027918
malloc-large.ke,19185664,517332992,536928256,3.57,35589043969
malloc-large.ke,18763776,517754880,536928256,3.49,35589047251
malloc-large.ke,19152896,517365760,536928256,3.57,35589056926
malloc-large.ke,18665472,517853184,536928256,3.48,35589059705
malloc-large.ke,18817024,517701632,536928256,3.50,35589063588
malloc-large.ke,18374656,518144000,536928256,3.42,35589066213
malloc-large.ke,18751488,517767168,536928256,3.49,35589078423
malloc-large.ke,18595840,517922816,536928256,3.46,35589081849
malloc-large.ke,18866176,517652480,536928256,3.51,35589094734
malloc-large.ke,18653184,517865472,536928256,3.47,35589098587
malloc-large.ke,19099648,517419008,536928256,3.56,35589117006
malloc-large.ke,18948096,517570560,536928256,3.53,35589120914
malloc-large.ke,19435520,517083136,536928256,3.62,35603573923
malloc-large.ke,19247104,517271552,536928256,3.58,35603576577
malloc-large.ke,19501056,517017600,536928256,3.63,35603583356
malloc-large.ke,19034112,517484544,536928256,3.55,35603585865
malloc-large.ke,19394560,517124096,536928256,3.61,35603595119
malloc-large.ke,18931712,517586944,536928256,3.53,35603597619
malloc-large.ke,19296256,517222400,536928256,3.59,35603609332
malloc-large.ke,18907136,517611520,536928256,3.52,35603611675
malloc-large.ke,19300352,517218304,536928256,3.59,35603622282
malloc-large.ke,19042304,517476352,536928256,3.55,35603624363
malloc-large.ke,19529728,516988928,536928256,3.64,35603639466
malloc-large.ke,19369984,517148672,536928256,3.61,35603641334
malloc-large.ke,19640320,516878336,536928256,3.66,35603647717
malloc-large.ke,19275776,517242880,536928256,3.59,35603650410
malloc-large.ke,19677184,516841472,536928256,3.66,35603661377
malloc-large.ke,19406848,517111808,536928256,0.00,35603663889
malloc-large.ke,19619840,516898816,536928256,3.65,35613919327
malloc-large.ke,19300352,517218304,536928256,3.59,35613923684
malloc-large.ke,19615744,516902912,536928256,3.65,35613930217
malloc-large.ke,19345408,517173248,536928256,3.60,35613932299
malloc-large.ke,19484672,517033984,536928256,3.63,35613936470
malloc-large.ke,18997248,517521408,536928256,3.54,35613940536
malloc-large.ke,19283968,517234688,536928256,3.59,35613948388
malloc-large.ke,18980864,517537792,536928256,3.54,35613950063
malloc-large.ke,19484672,517033984,536928256,3.63,35613961152
malloc-large.ke,19329024,517189632,536928256,3.60,35613962743
malloc-large.ke,19771392,516747264,536928256,3.68,35613983074
malloc-large.ke,19378176,517140480,536928256,3.61,35613985260
malloc-large.ke,19644416,516874240,536928256,3.66,35613991518
malloc-large.ke,19263488,517255168,536928256,3.59,35613993473
malloc-large.ke,19693568,516825088,536928256,3.67,35614003270
malloc-large.ke,6553600,529965056,536928256,0.00,35614030621
malloc-large.ke,7028736,529489920,536928256,1.31,35624528188
malloc-large.ke,6582272,529936384,536928256,1.23,35624531575
malloc-large.ke,6737920,529780736,536928256,1.25,35624536826
malloc-large.ke,6471680,530046976,536928256,1.21,35624539644
malloc-large.ke,6782976,529735680,536928256,1.26,35624550282
malloc-large.ke,6467584,530051072,536928256,1.20,35624563586
malloc-large.ke,6979584,529539072,536928256,1.30,35624582402
malloc-large.ke,6537216,529981440,536928256,1.22,35624585924
malloc-large.ke,6918144,529600512,536928256,1.29,35624597814
malloc-large.ke,6561792,529956864,536928256,1.22,35624600127
malloc-large.ke,6905856,529612800,536928256,1.29,35624608855
malloc-large.ke,6504448,530014208,536928256,1.21,35624611517
malloc-large.ke,6823936,529694720,536928256,1.27,35624619193
malloc-large.ke,6504448,530014208,536928256,1.21,35624621552
malloc-large.ke,6676480,529842176,536928256,1.24,35624626836
malloc-large.ke,6455296,530063360,536928256,0.00,35624628689
malloc-large.ke,6750208,529768448,536928256,1.26,35635117287
malloc-large.ke,6463488,530055168,536928256,1.20,35635119509
malloc-large.ke,6934528,529584128,536928256,1.29,35635129418
malloc-large.ke,6483968,530034688,536928256,1.21,35635131379
malloc-large.ke,6877184,529641472,536928256,1.28,35635140602
malloc-large.ke,6557696,529960960,536928256,1.22,35635142262
malloc-large.ke,6823936,529694720,536928256,1.27,35635148205
malloc-large.ke,6529024,529989632,536928256,1.22,35635149860
malloc-large.ke,6664192,529854464,536928256,1.24,35635153528
malloc-large.ke,6176768,530341888,536928256,1.15,35635155569
malloc-large.ke,6332416,530186240,536928256,1.18,35635160555
malloc-large.ke,6176768,530341888,536928256,1.15,35635162010
malloc-large.ke,6426624,530092032,536928256,1.20,35635168541
malloc-large.ke,5951488,530567168,536928256,1.11,35635170622
malloc-large.ke,6156288,530362368,536928256,1.15,35635177836
malloc-large.ke,6000640,530518016,536928256,0.00,35635179530
malloc-large.ke,6139904,530378752,536928256,1.14,35645246709
malloc-large.ke,5890048,530628608,536928256,1.10,35645248374
malloc-large.ke,6365184,530153472,536928256,1.19,35645259046
malloc-large.ke,5853184,530665472,536928256,1.09,35645261236
malloc-large.ke,6160384,530358272,536928256,1.15,35645268114
malloc-large.ke,5988352,530530304,536928256,1.12,35645269777
malloc-large.ke,6266880,530251776,536928256,1.17,35645277677
malloc-large.ke,5955584,530563072,536928256,1.11,35645279702
malloc-large.ke,6311936,530206720,536928256,1.18,35645289849
malloc-large.ke,5935104,530583552,536928256,1.11,35645291719
malloc-large.ke,6430720,530087936,536928256,1.20,35645304613
malloc-large.ke,6086656,530432000,536928256,1.13,35645306455
malloc-large.ke,6483968,530034688,536928256,1.21,35645314750
malloc-large.ke,6205440,530313216,536928256,1.16,35645317868
malloc-large.ke,6529024,529989632,536928256,1.22,35645324946
malloc-large.ke,6262784,530255872,536928256,0.00,35645326712
malloc-large.ke,6537216,529981440,536928256,1.22,35655539112
malloc-large.ke,6107136,530411520,536928256,1.14,35655541482
malloc-large.ke,6365184,530153472,536928256,1.19,35655550172
malloc-large.ke,5967872,530550784,536928256,1.11,35655552886
malloc-large.ke,6201344,530317312,536928256,1.15,35655559432
malloc-large.ke,5947392,530571264,536928256,1.11,35655561314
malloc-large.ke,6340608,530178048,536928256,1.18,35655570685
malloc-large.ke,6135808,530382848,536928256,1.14,35655572416
malloc-large.ke,6406144,530112512,536928256,1.19,35655578733
malloc-large.ke,6045696,530472960,536928256,1.13,35655580771
malloc-large.ke,6434816,530083840,536928256,1.20,35655589388
malloc-large.ke,5963776,530554880,536928256,1.11,35655591809
malloc-large.ke,6250496,530268160,536928256,1.16,35655600342
malloc-large.ke,6115328,530403328,536928256,1.14,35655602010
malloc-large.ke,6418432,530100224,536928256,1.20,35655612970
malloc-large.ke,6094848,530423808,536928256,0.00,35655615765
malloc-large.ke,6369280,530149376,536928256,1.19,35665277436
malloc-large.ke,6230016,530288640,536928256,1.16,35665279491
malloc-large.ke,6422528,530096128,536928256,1.20,35665283679
malloc-large.ke,6135808,530382848,536928256,1.14,35665286018
malloc-large.ke,6385664,530132992,536928256,1.19,35665291599
malloc-large.ke,6004736,530513920,536928256,1.12,35665293527
malloc-large.ke,6504448,530014208,536928256,1.21,35665305731
malloc-large.ke,6201344,530317312,536928256,1.15,35665307461
malloc-large.ke,6414336,530104320,536928256,1.19,35665314338
malloc-large.ke,6201344,530317312,536928256,1.15,35665316486
malloc-large.ke,6340608,530178048,536928256,1.18,35665319699
malloc-large.ke,5947392,530571264,536928256,1.11,35665321681
malloc-large.ke,6275072,530243584,536928256,1.17,35665332731
malloc-large.ke,5881856,530636800,536928256,1.10,35665336716
malloc-large.ke,6062080,530456576,536928256,1.13,35665345796
malloc-large.ke,5849088,530669568,536928256,0.00,35665347962
malloc-large.ke,6266880,530251776,536928256,1.17,35676589261
malloc-large.ke,5763072,530755584,536928256,1.07,35676591885
malloc-large.ke,6115328,530403328,536928256,1.14,35676601787
malloc-large.ke,5808128,530710528,536928256,1.08,35676603867
malloc-large.ke,6299648,530219008,536928256,1.17,35676616339
malloc-large.ke,6025216,530493440,536928256,1.12,35676618810
malloc-large.ke,6492160,530026496,536928256,1.21,35676632773
malloc-large.ke,6352896,530165760,536928256,1.18,35676634861
malloc-large.ke,6651904,529866752,536928256,1.24,35676642084
malloc-large.ke,6299648,530219008,536928256,1.17,35676644474
malloc-large.ke,6606848,529911808,536928256,1.23,35676653076
malloc-large.ke,6279168,530239488,536928256,1.17,35676655998
malloc-large.ke,6455296,530063360,536928256,1.20,35676661732
malloc-large.ke,6184960,530333696,536928256,1.15,35676665726
malloc-large.ke,6664192,529854464,536928256,1.24,35676680304
malloc-large.ke,6164480,530354176,536928256,0.00,35676683098
malloc-large.ke,6590464,529928192,536928256,1.23,35686468345
malloc-large.ke,6414336,530104320,536928256,1.19,35686470520
malloc-large.ke,6606848,529911808,536928256,1.23,35686475283
malloc-large.ke,6467584,530051072,536928256,1.20,35686476903
malloc-large.ke,6766592,529752064,536928256,1.26,35686487165
malloc-large.ke,6287360,530231296,536928256,1.17,35686490082
malloc-large.ke,6496256,530022400,536928256,1.21,35686494403
malloc-large.ke,6021120,530497536,536928256,1.12,35686496660
malloc-large.ke,6307840,530210816,536928256,1.17,35686504399
malloc-large.ke,6127616,530391040,536928256,1.14,35686506014
malloc-large.ke,6545408,529973248,536928256,1.22,35686514980
malloc-large.ke,6352896,530165760,536928256,1.18,35686516662
malloc-large.ke,6578176,529940480,536928256,1.23,35686522556
malloc-large.ke,6291456,530227200,536928256,1.17,35686524323
malloc-large.ke,6709248,529809408,536928256,1.25,35686533306
malloc-large.ke,6451200,530067456,536928256,0.00,35686534956
malloc-large.ke,6811648,529707008,536928256,1.27,35696590589
malloc-large.ke,6512640,530006016,536928256,1.21,35696592520
malloc-large.ke,6860800,529657856,536928256,1.28,35696603744
malloc-large.ke,6512640,530006016,536928256,1.21,35696605602
malloc-large.ke,6959104,529559552,536928256,1.30,35696617326
malloc-large.ke,6815744,529702912,536928256,1.27,35696619669
malloc-large.ke,7233536,529285120,536928256,1.35,35696633808
malloc-large.ke,6815744,529702912,536928256,1.27,35696636534
malloc-large.ke,7147520,529371136,536928256,1.33,35696642294
malloc-large.ke,6873088,529645568,536928256,1.28,35696643992
malloc-large.ke,7020544,529498112,536928256,1.31,35696647880
malloc-large.ke,6828032,529690624,536928256,1.27,35696649304
malloc-large.ke,7065600,529453056,536928256,1.32,35696656700
malloc-large.ke,6856704,529661952,536928256,1.28,35696660261
malloc-large.ke,7020544,529498112,536928256,1.31,35696665575
malloc-large.ke,6594560,529924096,536928256,0.00,35696668020
malloc-large.ke,6963200,529555456,536928256,1.30,35707095353
malloc-large.ke,6594560,529924096,536928256,1.23,35707097399
malloc-large.ke,7000064,529518592,536928256,1.30,35707105751
malloc-large.ke,6610944,529907712,536928256,1.23,35707107932
malloc-large.ke,7065600,529453056,536928256,1.32,35707116576
malloc-large.ke,6610944,529907712,536928256,1.23,35707118600
malloc-large.ke,6815744,529702912,536928256,1.27,35707123714
malloc-large.ke,6397952,530120704,536928256,1.19,35707125459
malloc-large.ke,6840320,529678336,536928256,1.27,35707133570
malloc-large.ke,6508544,530010112,536928256,1.21,35707135237
