Program,Heap_Used_Bytes,Available_Memory_Bytes,Total_Memory_Bytes,Memory_Utilization_Percent,Timestamp_Cycles
miniz.ke,8531968,58425344,67166208,12.70,8472566977
miniz.ke,17760256,49180672,67166208,26.44,8475048723
miniz.ke,26152960,40771584,67166208,38.94,8475169279
miniz.ke,16924672,49999872,67166208,25.20,8513633436
miniz.ke,8531968,58392576,67166208,12.70,8513652656
